epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,10547.7,1.39804,1.01667,0.00807,0.81058,0.71502,0.78693,0.49237,1.34101,0.91415,0.01103,0.007129,0.007129,0.007129
147,10618.2,1.39431,1.01115,0.00792,0.81051,0.68962,0.78344,0.48808,1.34281,0.90814,0.01088,0.0071092,0.0071092,0.0071092
148,10688.6,1.41463,1.00581,0.00805,0.81336,0.70118,0.78367,0.49486,1.32096,0.88992,0.01066,0.0070894,0.0070894,0.0070894
149,10759.6,1.41542,1.01414,0.00807,0.81154,0.71254,0.79378,0.49907,1.32298,0.88806,0.01045,0.0070696,0.0070696,0.0070696
150,10830,1.38816,0.99066,0.00815,0.81262,0.71064,0.79211,0.50315,1.31976,0.88526,0.01042,0.0070498,0.0070498,0.0070498
151,10900.4,1.38796,0.99553,0.00792,0.81381,0.72123,0.79502,0.50588,1.32131,0.86598,0.01067,0.00703,0.00703,0.00703
152,10970.9,1.3975,0.9876,0.00805,0.84428,0.7138,0.80406,0.50645,1.33847,0.84312,0.01088,0.0070102,0.0070102,0.0070102
153,11041.3,1.38428,0.98465,0.008,0.81245,0.7305,0.80085,0.50563,1.32916,0.84641,0.01069,0.0069904,0.0069904,0.0069904
154,11112.2,1.38848,0.97487,0.00797,0.82288,0.7451,0.81143,0.50456,1.33558,0.81567,0.01078,0.0069706,0.0069706,0.0069706
155,11182.7,1.37534,0.99308,0.00792,0.81494,0.72736,0.79931,0.50863,1.30706,0.83799,0.01034,0.0069508,0.0069508,0.0069508
156,11253,1.37487,0.97033,0.00797,0.83257,0.7197,0.8034,0.50825,1.32142,0.83832,0.01036,0.006931,0.006931,0.006931
157,11324.2,1.39268,0.95732,0.00787,0.83729,0.71609,0.80155,0.51161,1.31413,0.84282,0.01029,0.0069112,0.0069112,0.0069112
158,11394.7,1.3799,0.96696,0.00781,0.81978,0.71977,0.80042,0.5113,1.31137,0.83563,0.01033,0.0068914,0.0068914,0.0068914
159,11465.5,1.39727,0.97656,0.00791,0.82168,0.72591,0.80207,0.51328,1.29388,0.8318,0.01001,0.0068716,0.0068716,0.0068716
160,11535.9,1.34907,0.92191,0.00779,0.81609,0.73128,0.808,0.51409,1.29601,0.83476,0.01003,0.0068518,0.0068518,0.0068518
161,11606.2,1.37006,0.95654,0.00777,0.82202,0.72221,0.80967,0.51287,1.28946,0.83616,0.01007,0.006832,0.006832,0.006832
162,11676.7,1.36658,0.94786,0.00781,0.82899,0.73908,0.81388,0.51739,1.30087,0.82226,0.0102,0.0068122,0.0068122,0.0068122
163,11746.9,1.36499,0.93599,0.00768,0.82742,0.72689,0.8099,0.51741,1.3062,0.80458,0.01024,0.0067924,0.0067924,0.0067924
164,11817.8,1.33227,0.92747,0.00764,0.84188,0.71778,0.80805,0.51809,1.29277,0.83614,0.01009,0.0067726,0.0067726,0.0067726
165,11888.4,1.37612,0.93923,0.00769,0.84167,0.72279,0.80406,0.51466,1.29459,0.83326,0.01015,0.0067528,0.0067528,0.0067528
166,11958.7,1.34632,0.92908,0.0078,0.83882,0.72041,0.80542,0.51573,1.29915,0.83402,0.01018,0.006733,0.006733,0.006733
167,12029,1.31376,0.89915,0.00762,0.833,0.72737,0.80627,0.5149,1.30587,0.81161,0.01025,0.0067132,0.0067132,0.0067132
168,12099.4,1.34066,0.92095,0.00742,0.8204,0.72703,0.80173,0.51433,1.3098,0.8271,0.0103,0.0066934,0.0066934,0.0066934
169,12169.9,1.33286,0.91379,0.0078,0.79159,0.75033,0.80274,0.51023,1.3212,0.83456,0.01023,0.0066736,0.0066736,0.0066736
170,12240.6,1.34584,0.94408,0.00772,0.81974,0.73375,0.80395,0.51746,1.29711,0.8403,0.0101,0.0066538,0.0066538,0.0066538
171,12311.4,1.34956,0.90295,0.00763,0.82646,0.71618,0.8062,0.51571,1.28665,0.84959,0.01004,0.006634,0.006634,0.006634
172,12382,1.37759,0.92667,0.0076,0.81539,0.72372,0.80194,0.51512,1.28992,0.84856,0.01005,0.0066142,0.0066142,0.0066142
173,12452.3,1.32397,0.90065,0.00759,0.84109,0.73334,0.80915,0.51927,1.28299,0.83537,0.00998,0.0065944,0.0065944,0.0065944
174,12523.2,1.35313,0.93797,0.00755,0.83179,0.73098,0.80585,0.51657,1.29121,0.83541,0.01012,0.0065746,0.0065746,0.0065746
175,12593.6,1.35854,0.93059,0.00772,0.82166,0.7359,0.80678,0.51291,1.29362,0.83904,0.01015,0.0065548,0.0065548,0.0065548
176,12664.2,1.29911,0.88327,0.00737,0.82476,0.72146,0.8047,0.51854,1.28469,0.82129,0.01025,0.006535,0.006535,0.006535
177,12734.6,1.33436,0.91045,0.00744,0.8239,0.71763,0.80154,0.51875,1.28035,0.81312,0.01019,0.0065152,0.0065152,0.0065152
